date of purchase,book TITLE,price of  book ,qty of book ,after cut charges paybele
05-04-2023,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET ) paperback- 2017 Edition",650,1,440
05-04-2023,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET ) paperback- 2017 Edition",650,1,440
05-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,860
05-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,860
05-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,860
05-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,850
05-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,850
05-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,850
05-04-2023,Physical Education Universe - Competitive Exam Book ,500,1,330
05-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,399
05-04-2023,Health and Physical Education For Class- 10 (As Per Latest CBSE Syllabus),225,1,160
06-04-2023,UGC Net Digest - Physical Education ( Third Revised and Update Edition) In 3 Vol Set,2100,1,1650
06-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,850
06-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,850
06-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,850
06-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,850
06-04-2023,Sports Technology: Physical Education Textbook M.P.Ed New Syllabus [Hardcover] M.R. Dhinu,695,1,299
06-04-2023,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET ) paperback- 2017 Edition",650,1,440
06-04-2023,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET ) paperback- 2017 Edition",650,1,440
06-04-2023,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET ) paperback- 2017 Edition",650,1,440
06-04-2023,Physical Education Universe - Competitive Exam Book ,500,1,380
06-04-2023,Physical Education Universe - Competitive Exam Book ,500,1,380
06-04-2023,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.)",1400,2,900
07-04-2023,B.P.Ed. Guide Semester - IV,450,1,395
07-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,850
07-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,850
07-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,860
07-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,850
07-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,850
07-04-2023,UGC Net Digest - Physical Education ( Third Revised and Update Edition) In 3 Vol Set,2100,1,1650
07-04-2023,UGC Net Digest - Physical Education ( Third Revised and Update Edition) In 3 Vol Set,2100,1,1650
07-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
07-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
07-04-2023,Vastunistha Hindi- Ek Purn Margdarshak (TGT/PGT/GIC/GDC/LT/UPPSC/UKPSC/MPPSC/RPSC/JSSC/HPSC/HPPSC/KVS/NVS/DSSSB/Asstt. Proff./ugc-net),750,1,650
07-04-2023,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.)",700,1,400
07-04-2023,Constitutional Law -2017 ,1466,1,795
08-04-2023,UGC Net Digest - Physical Education ( Third Revised and Update Edition) In 3 Vol Set,2100,1,1650
08-04-2023,Swami Vivekananda - Bharat Me Guru Shishya Parampara ki Mashal (Hindi),199,1,140
08-04-2023,Concepts of Pharmaceutical Quality Assurance and Quality Management,900,1,650
08-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,380
08-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,380
08-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,860
08-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,860
08-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,860
08-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,860
08-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,860
08-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,850
08-04-2023,"Physical Education For All Competitive Exams/ TGT&PGT, KVS,NVS,RSMSSB-PTI, HTET,DSSSB,SLET & UGC-NET",500,1,399
08-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
08-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
08-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
08-04-2023,"Contemporary Issue in Physical Education, Fitness and Wellness (2016)",300,1,199
10-04-2023,Essentials of Physical Education All State UGC NET/TGT/KVS/UPPSC/PTI/LG GRADE/NVS/PGT/DSSSB/10+2 Class Solved Question Paper,950,1,755
10-04-2023,UGC Net Digest - Physical Education ( Third Revised and Update Edition) In 3 Vol Set ,2100,1,1650
10-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
10-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
10-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
10-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
10-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
10-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,855
10-04-2023,Teaching of Botany,1399,1,900
10-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
10-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
10-04-2023,M.P.Ed. Guide Semester - II (New Syllabus),500,1,398
10-04-2023,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.) ",700,1,450
10-04-2023,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.) ",700,1,450
10-04-2023,Sharirik Shiksha aur Khel Vigyan Me Shodh Prakriya (Research Process in Physical Education and Sports Science) - M.P.Ed. New Syllabus 2019 ,250,1,230
10-04-2023,"Physical Education For All Competitive Exams/ TGT&PGT, KVS,NVS,RSMSSB-PTI, HTET,DSSSB,SLET & UGC-NET",500,1,399
10-04-2023,"Contemporary Issue in Physical Education, Fitness and Wellness",300,1,199
11-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
11-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
11-04-2023,Concepts of Pharmaceutical Quality Assurance and Quality Management,900,1,650
11-04-2023,B.P.Ed Guide Semester II,450,1,399
11-04-2023,B.P.Ed Guide Semester II,450,1,399
11-04-2023,B.P.Ed Guide Semester-I,450,1,397
12-04-2023,U.G.C. Net Examination Physical Education (10 Years Solved Question Paper 2012-2022)- Updated Edition,750,1,595
12-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
12-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
12-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
12-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
12-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,899
12-04-2023,"Physical Education For All Competitive Exams/ TGT&PGT, KVS,NVS,RSMSSB-PTI, HTET,DSSSB,SLET & UGC-NET",500,1,399
12-04-2023,"Physical Education For All Competitive Exams/ TGT&PGT, KVS,NVS,RSMSSB-PTI, HTET,DSSSB,SLET & UGC-NET",500,1,399
12-04-2023,B.P.Ed. Guide Semester - III,500,1,388
12-04-2023,Fundamentals of Physical Education (A book for all Physical Education Compettitive Exams),700,1,670
13-04-2023,A Book For All Physical Education Competitive Exams ( A Handbook for Physical Education Papers) - Previous Years Papers,700,1,590
13-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,200
13-04-2023,Fundamentals of Physical Education (A book for all Physical Education Compettitive Exams) ,700,1,670
13-04-2023,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET",1170,1,845
14-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
14-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
14-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
14-04-2023,Khelo Ke Niyum (Rules of Games),600,1,570
14-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
14-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
14-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,2,1690
14-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
14-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
14-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,855
14-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,855
14-04-2023,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,480
14-04-2023,MPPEB MADHYA PRADESH PRATHMIK SHIKSHAK PATRATA PARIKSHA - 2023 SHARIRIK SHIKSHA ANV KHEL (SUBJECTIVE WITH OBJECTIVE),400,1,310
15-04-2023,MPPEB MADHYA PRADESH PRATHMIK SHIKSHAK PATRATA PARIKSHA - 2023 SHARIRIK SHIKSHA ANV KHEL (SUBJECTIVE WITH OBJECTIVE),400,1,310
15-04-2023,MPPEB MADHYA PRADESH PRATHMIK SHIKSHAK PATRATA PARIKSHA - 2023 SHARIRIK SHIKSHA ANV KHEL (SUBJECTIVE WITH OBJECTIVE),400,1,310
15-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
15-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
15-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
15-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
15-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
15-04-2023,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.) ",700,1,450
15-04-2023,Sharirik Shiksha - B.A. 1st year (Nai Shiksha Niti2020 par Aadharit Semster I&II hetu),400,1,320
15-04-2023,Sharirik Shiksha aur Khel Vigyan Me Shodh Prakriya (Research Process in Physical Education and Sports Science) - M.P.Ed. New Syllabus 2019 ,250,1,230
15-04-2023,Nirnyan Tatha Adhishiksha (Officiating and Coaching) B.P.Ed. New Syllabus,400,1,300
15-04-2023,TGT Eligiblity Digest Physical and Health Education - 2019,850,1,530
15-04-2023,Fundamentals of Physical Education (A book for all Physical Education Compettitive Exams) ,700,1,670
15-04-2023,B.P.Ed Guide Semester-I ,450,1,397
15-04-2023,B.P.Ed Guide Semester II,450,1,399
15-04-2023,Physical Education Universe (Book for all Competitive Exams) ,500,1,330
17-04-2023,Fundamentals of Physical Education (A book for all Physical Education Compettitive Exams) ,700,1,670
17-04-2023,Fundamentals of Physical Education (A book for all Physical Education Compettitive Exams) ,700,1,670
17-04-2023,UGC Net Digest - Physical Education ( Third Revised and Update Edition) In 3 Vol Set,2100,1,1650
17-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
17-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
17-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
17-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
17-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
17-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
17-04-2023,"UGC NET DIGEST PRASHN PATRA -2, SHARIRIK SHIKSHA (PRATHAM SANSKARAN) - TEEN KHANDO ME",2200,1,1470
17-04-2023,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET ) paperback- 2017 Edition",650,1,440
17-04-2023,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET",1170,1,845
17-04-2023,"Health, Physical Education and Sports Sciences for Competitive Exams (UGC-NET, DSSSB, HTET, NVS, KVS -TGT & PGT)",400,1,348
17-04-2023,Physical Education Universe (Book for all Competitive Exams) ,500,1,330
17-04-2023,U.G.C. Net Examination Physical Education (in Hindi) - (10 Years Solved Question Paper - 2008-2017),600,1,440
17-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
17-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
18-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
18-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
18-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
18-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
18-04-2023,UGC Net Digest - Physical Education ( Third Revised and Update Edition) In 3 Vol Set,2100,1,1650
18-04-2023,UGC Net Digest - Physical Education ( Third Revised and Update Edition) In 3 Vol Set,2100,1,1650
18-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
18-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
18-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
18-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
18-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
18-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
18-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
18-04-2023,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET ) paperback- 2017 Edition",650,1,480
18-04-2023,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.) ",700,1,450
18-04-2023,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.) ",700,1,450
18-04-2023,An Ayurvedic and Modern Approach For Diet and Health ,250,1,218
18-04-2023,U.G.C. Net Examination Physical Education (10 Years Solved Question Paper 2012-2022)- Updated Edition,800,1,595
18-04-2023,MPPEB MADHYA PRADESH PRATHMIK SHIKSHAK PATRATA PARIKSHA - 2023 SHARIRIK SHIKSHA ANV KHEL (SUBJECTIVE WITH OBJECTIVE) ,400,1,310
18-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
18-04-2023,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET ) paperback- 2017 Edition",650,1,440
19-04-2023,Khel Manovigyan/Sports Psychology- B.P.Es. New Syllabus III Year,250,1,200
19-04-2023,B.P.Ed Guide Semester-I,500,1,397
19-04-2023,Physical Education Universe (Book for all Competitive Exams),500,2,330
19-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
19-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
19-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
19-04-2023,U.G.C. Net Examination Physical Education (10 Years Solved Question Paper 2012-2022)- Updated Edition,700,1,595
19-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
19-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
19-04-2023,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET ) paperback- 2017 Edition",650,1,440
19-04-2023,MPPEB MADHYA PRADESH PRATHMIK SHIKSHAK PATRATA PARIKSHA - 2023 SHARIRIK SHIKSHA ANV KHEL (SUBJECTIVE WITH OBJECTIVE) ,400,1,310
20-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
20-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
20-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
20-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
20-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
20-04-2023,Fundamentals of Physical Education (A book for all Physical Education Compettitive Exams),700,1,670
20-04-2023,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET",1170,1,845
20-04-2023,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET",2340,2,1690
21-04-2023,An Ayurvedic and Modern Approach For Diet and Health,250,1,218
21-04-2023,M.P.Ed. Guide Semester - II (New Syllabus) ,500,1,398
21-04-2023,M.P.Ed. Guide Semester - II (New Syllabus) ,500,1,398
21-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
21-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
21-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
21-04-2023,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET)",1170,1,845
21-04-2023,A Book For All Physical Education Competitive Exams ( A Handbook for Physical Education Papers) - Previous Years Papers,700,1,590
21-04-2023,UGC Net Digest - Physical Education ( Third Revised and Update Edition) In 3 Vol Set,2100,1,1650
21-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
21-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
21-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
22-04-2023,M.P.Ed. Guide Semester- I (New Syllabus- 2021) [Paperback] [2021],500,1,300
22-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
22-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
22-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
22-04-2023,B.P.Ed. Guide Semester - III [Paperback] [2021] Dr. Hoshiyar Singh,500,1,300
22-04-2023,B.P.Ed. Guide Semester - III [Paperback] [2021] Dr. Hoshiyar Singh,500,1,300
22-04-2023,Fundamental of Yogic Practices (A Complete Guide of Yoga)-Colour,1500,1,700
22-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) [Paperback] [2",500,1,300
22-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) [Paperback] [2",500,1,300
22-04-2023,A Book For All Physical Education Competitive Exams ( A Handbook for Physical Education Papers) - Previous Years Papers [Perfect,700,1,550
22-04-2023,M.P.Ed. Guide Semester - II (New Syllabus) [Paperback] [2022] Dr.,500,1,300
22-04-2023,"M.P.ED. GUIDE - SEMESTER 3RD (Scientific Principle of Sports Training, Sports Medicine,Health Educa",500,1,300
22-04-2023,An Ayurvedic and Modern Approach For Diet and Health [Paperback],250,1,200
24-04-2023,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET [Paperback] [2017] Syam",1170,1,800
24-04-2023,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET [Paperback] [2017] Syam",1170,1,800
24-04-2023,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET [Paperback] [2017] Syam",1170,1,800
24-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
24-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
24-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
24-04-2023,PTI Sharirik Prashikshan Anudeshak - Grade II & II (Subjective Cum Objective) ,500,1,400
25-04-2023,M.P.Ed. Guide Semester - II (New Syllabus),500,1,398
25-04-2023,B.P.Ed Guide Semester-I ,500,1,398
25-04-2023,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET",1170,1,845
25-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
25-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
25-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
25-04-2023,Physical Education Universe (Book for all Competitive Exams),500,2,660
25-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) [Paperback] [2",500,1,385
25-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) [Paperback] [2",500,1,385
25-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) [Paperback] [2",500,1,385
25-04-2023,B.P.Ed Guide Semester II,450,1,399
26-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
26-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
26-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
26-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
26-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
26-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
26-04-2023,B.P.Ed Guide Semester II ,450,1,399
26-04-2023,"Physical Education For All Competitive Exams/ TGT&PGT, KVS,NVS,RSMSSB-PTI, HTET,DSSSB,SLET & UGC-NET",500,1,399
26-04-2023,U.G.C. Net Examination Physical Education (10 Years Solved Question Paper 2012-2022)- Updated Edition ,800,1,595
26-04-2023,MPPEB MADHYA PRADESH PRATHMIK SHIKSHAK PATRATA PARIKSHA - 2023 SHARIRIK SHIKSHA ANV KHEL (SUBJECTIVE WITH OBJECTIVE) ,400,1,310
26-04-2023,Contemporary India And Education in Hindi Medium/Samkalin Bharat aur Shiksha (B.Ed./M.Ed.),700,1,399
26-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",500,1,385
26-04-2023,Fyodor Dostoevsky (Bloom's Biocritiques) ,1000,1,499
27-04-2023,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) ",500,1,385
27-04-2023,PTI Sharirik Prashikshan Anudeshak - Grade II & II (Subjective Cum Objective),600,1,399
27-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
27-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
27-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
27-04-2023,Physical Education Universe (Book for all Competitive Exams),500,1,330
27-04-2023,Sharirik Shiksha Ek Samagra Adhyan | Dr. Shyam Narayan Singh,1170,1,880
27-04-2023,B.P.Ed Guide Semester II,500,1,399
27-04-2023,B.P.Ed. Guide Semester - IV,500,1,390
27-04-2023,MPPEB MADHYA PRADESH PRATHMIK SHIKSHAK PATRATA PARIKSHA - 2023 SHARIRIK SHIKSHA ANV KHEL (SUBJECTIVE WITH OBJECTIVE),400,1,310
27-04-2023,U.G.C. Net Examination Physical Education (10 Years Solved Question Paper 2012-2022)- Updated Edition,800,1,595
27-04-2023,M.P.Ed. Guide Semester - II (New Syllabus),500,1,399
28-04-2023,MPPEB MADHYA PRADESH PRATHMIK SHIKSHAK PATRATA PARIKSHA - 2023 SHARIRIK SHIKSHA ANV KHEL (SUBJECTIVE WITH OBJECTIVE) ,400,1,310
