date of purchase,book TITLE,price of  book ,qty of book ,after cut charges paybele
01-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
01-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
01-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
01-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
01-09-2022,Khelo ke niyam 2022,350,1,240
01-09-2022,Bal Manovigyan avm Shiksha Shastra Prashnottari,250,1,155
01-09-2022,Khel Manovigyan Tatha Samajshastra (B.P.Ed.) New Syllabus,350,1,240
02-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
02-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
02-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
02-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
02-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
02-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
02-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
02-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
02-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
02-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,2,350
02-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
02-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
02-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
02-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,450
02-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
02-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,2,880
02-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
02-09-2022,"Physical Education and Sports Sciences- Competitive & Objective/Book for All Competitive Exams UGC-NET, DSSSB, TGT-PGT, NTA-NET, KVS, NVS, HTET, SLET",700,1,470
02-09-2022,"Physical Education For All Competitive Exams/ TGT&PGT, KVS,NVS,RSMSSB-PTI, HTET,DSSSB,SLET & UGC-NET",500,1,400
03-09-2022,B.P.ED GUIDE SEMESTER I,450,1,370
03-09-2022,Khelo ke Niyum (Rules of Sports& Gmae),300,1,230
03-09-2022,Rules of Games and Sports - 2021,250,1,185
03-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
03-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,450
03-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,450
03-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
03-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
03-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
03-09-2022,Physical Education Universe (Book for all Competitive Exams),500,1,350
03-09-2022,Vyavahar Bhoomika Me Manovigyan / Psychology in Behavioral Role,800,1,600
03-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
05-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
05-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
05-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
05-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
05-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
05-09-2022,Rules of Games and Sports - 2021,250,1,185
05-09-2022,Rules of Games and Sports - 2021,250,1,185
05-09-2022,"Physical Education and Sports Sciences- Competitive & Objective/Book for All Competitive Exams UGC-NET, DSSSB, TGT-PGT, NTA-NET, KVS, NVS, HTET, SLET",700,1,470
05-09-2022,"Sharirik Shiksha Purn Safalta - Vathunisthya Prshan Shrankhla (Anglo Hindi) 6000+ MCQ,s with New Current Affairs",700,1,600
05-09-2022,B.P.ED GUIDE SEMESTER III,450,1,370
05-09-2022,B.P.ED GUIDE SEMESTER III,450,1,370
05-09-2022,"UGC NET DIGEST PRASHN PATRA -2, SHARIRIK SHIKSHA (PRATHAM SANSKARAN) - TEEN KHANDO ME",2200,1,1500
05-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
05-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
05-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
05-09-2022,"Basic Bhugol Samanya Gyan (Basic Geography General Knowledge) TGT & PGT, GIC, GDC, LT, UPPSC, MPPSC, MPPSC, CGPSC, RPSC, JSSC, HPSC, HPPSC, KVS, NVS, DSSSB, Asstt. prof., UGC-NET, JRF",350,1,300
06-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
06-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
06-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
06-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
06-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
06-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
06-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
06-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,450
06-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,450
06-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
06-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
06-09-2022,Sharirik Prashikshan Anudeshak (PTI – GRADE II & III) - (Physical Training Instructor-PTI) ,600,1,449
06-09-2022,Rules of Games and Sports - 2021,250,1,185
06-09-2022,Fundamentals of Physical Education (A book for all Physical Education Compettitive Exams),700,1,500
06-09-2022,Bal Manovigyan avm Shiksha Shastra Prashnottari (Child Psychology and Pedagogy),250,1,200
08-09-2022,B.P.ED GUIDE SEMESTER II in hindi,450,1,370
08-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
08-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
08-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
08-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
08-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
08-09-2022,Khelo ke niyam 2022,350,1,240
08-09-2022,Tournament,200,1,190
08-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
08-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
08-09-2022,Physical Education Universe (Book for all Competitive Exams),500,1,350
08-09-2022,Physical Education Universe (Book for all Competitive Exams),500,1,350
08-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
08-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
08-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
08-09-2022,"Sharirik Shiksha Purn Safalta - Vathunisthya Prshan Shrankhla (Anglo Hindi) 6000+ MCQ,s with New Current Affairs",700,1,600
08-09-2022,UGC NET Paper-II Rajniti Shastra (Political Science)- New Edition,599,1,311
09-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,450
09-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
09-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
09-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
09-09-2022,"Physical Education and Sports Sciences- Competitive & Objective/Book for All Competitive Exams UGC-NET, DSSSB, TGT-PGT, NTA-NET, KVS, NVS, HTET, SLET",700,1,470
09-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
09-09-2022,Rules of Games and Sports - 2021,250,1,185
09-09-2022,"Complete Haryana G.K. - Sampurn Samanya Gyan (Haryana) - for HSSC, HPSC, HCS , HTET, Haryana Police, DHBVN and all other competitive Exams of Haryana Govt.",350,1,300
09-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
09-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
10-09-2022,B.P.ED GUIDE SEMESTER III,450,1,370
10-09-2022,UGC Examination For Library and Information Science (For UGC-,250,1,200
10-09-2022,"Physical Education and Sports Sciences- Competitive & Objective/Book for All Competitive Exams UGC-NET, DSSSB, TGT-PGT, NTA-NET, KVS, NVS, HTET, SLET",700,1,470
10-09-2022,M.P.ED GUIDE SEMESTER III,500,1,400
10-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
10-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
10-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
10-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,450
10-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
12-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
12-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
12-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
12-09-2022,UGC NET Paper-II Rajniti Shastra (Political Science)- New Edition,400,1,311
12-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,450
12-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,450
12-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,450
12-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
12-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
12-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
12-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
12-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
12-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
12-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
12-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
12-09-2022,Peshiya Vigyan Tatha Jev- Yantriki Vigyan (B.P.Ed.) New Syllabus,300,1,220
12-09-2022,"GENERAL KNOWLEDGE ,SAMANYA GYAN - 2020",350,1,280
12-09-2022,"Physical Education and Sports Sciences- Competitive & Objective/Book for All Competitive Exams UGC-NET, DSSSB, TGT-PGT, NTA-NET, KVS, NVS, HTET, SLET",700,1,470
12-09-2022,ASHOK KUMAR - A Legendry Hockey Player (FIRST EDITION) ,350,1,240
12-09-2022,"Physical Education For All Competitive Exams/ TGT&PGT, KVS,NVS,RSMSSB-PTI, HTET,DSSSB,SLET & UGC-NET",500,1,400
12-09-2022,"Physical Education For All Competitive Exams/ TGT&PGT, KVS,NVS,RSMSSB-PTI, HTET,DSSSB,SLET & UGC-NET",500,1,400
12-09-2022,Khelo Ke Niyum - 2022,350,1,240
13-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
13-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
13-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
13-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
13-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
13-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,450
13-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,450
13-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,450
13-09-2022,Book of Rules of Games And Sports (Sports Laws),900,1,500
13-09-2022,"Physical Education and Sports Sciences- Competitive & Objective/Book for All Competitive Exams UGC-NET, DSSSB, TGT-PGT, NTA-NET, KVS, NVS, HTET, SLET",700,1,470
13-09-2022,"Physical Education and Sports Sciences- Competitive & Objective/Book for All Competitive Exams UGC-NET, DSSSB, TGT-PGT, NTA-NET, KVS, NVS, HTET, SLET",700,1,470
13-09-2022,Khelo Ke Niyum - 2022,350,1,240
13-09-2022,Bal Manovigyan avm Shiksha Shastra Prashnottari (Child Psychology and Pedagogy),250,1,200
13-09-2022,"Contemporary Issue in Physical Education, Fitness and Wellness",300,1,200
13-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
14-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
14-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
14-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
14-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
14-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
14-09-2022,UGC NET - Physical Education (Objective Question Answer with Mock test) Based on Previous Exams ,400,1,320
14-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
15-09-2022,Physical Education - UGC - Net Digest (Third Revised and Updated Edition) In (3 Volumes) 2022 Edition,2100,1,1590
15-09-2022,"Basic Bhugol Samanya Gyan (Basic Geography General Knowledge) TGT & PGT, GIC, GDC, LT, UPPSC, MPPSC, MPPSC, CGPSC, RPSC, JSSC, HPSC, HPPSC, KVS, NVS, DSSSB, Asstt. prof., UGC-NET, JRF",350,1,300
15-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
15-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
15-09-2022,"T.G.T., P.G.T., K.V.S., N.V.S., D.S.S.S.B-SHARIRIK SHIKSHA ( OBJECTIVE TYPE QUESTION)-2017",300,1,200
15-09-2022,Karate,250,1,200
15-09-2022,Sharirik Shiksha aur Khel Vigyan Me Shodh Prakriya (Research Process in Physical Education and Sports Science) - M.P.Ed. New Syllabus 2019 ,250,1,200
15-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
15-09-2022,Sharir Rachna Tatha Sharir Kriya Vigyan (Anatomy and Physiology) B.P.Ed. New Syllabus - 2019,300,1,230
16-09-2022,"Physical Education For All Competitive Exams/ TGT&PGT, KVS,NVS,RSMSSB-PTI, HTET,DSSSB,SLET & UGC-NET",500,1,400
16-09-2022,"Physical Education For All Competitive Exams/ TGT&PGT, KVS,NVS,RSMSSB-PTI, HTET,DSSSB,SLET & UGC-NET",500,1,400
16-09-2022,"Complete Haryana G.K. - Sampurn Samanya Gyan (Haryana) - for HSSC, HPSC, HCS , HTET, Haryana Police, DHBVN and all other competitive Exams of Haryana Govt.",350,1,300
16-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
16-09-2022,"T.G.T., P.G.T., K.V.S., N.V.S., D.S.S.S.B-SHARIRIK SHIKSHA ( OBJECTIVE TYPE QUESTION)-2017",300,1,200
16-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
16-09-2022,UGC Examination For Library and Information Science (For UGC-Net/Slet/JGF and Other Competitive Examination),250,1,200
16-09-2022,Interpretation of Statutes and Legislative Principles ,1200,1,700
16-09-2022,Health and Fitness Education,150,1,130
17-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
17-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
17-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
17-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
17-09-2022,Vyavahar Bhoomika Me Manovigyan / Psychology in Behavioral Role,800,1,600
17-09-2022,U.G.C. Net Examination Physical Education (in Hindi) - (10 Years Solved Question Paper - 2008-2017),600,1,440
17-09-2022,Sharir Rachna Avm Vyayam Kriya Vigyan (Anatomy and Exercise Physiology),400,1,300
17-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET )",650,1,450
17-09-2022,टूर्नामेन्ट (Tournament) ,200,1,190
17-09-2022,Swasthya Shiksha (Health Education),375,1,260
17-09-2022,"Sharirik shiksha ek samagra adhyayan (T.G.T., P.G.T., U.G.C. - NET) ",1170,1,860
17-09-2022,Khelo Ke Niyum - 2022,350,1,240
17-09-2022,Book of Rules of Games And Sports (Sports Laws),900,1,500
19-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
19-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
19-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
19-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
19-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
19-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
19-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
19-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
19-09-2022,"Physical Education and Sports Sciences- Competitive & Objective/Book for All Competitive Exams UGC-NET, DSSSB, TGT-PGT, NTA-NET, KVS, NVS, HTET, SLET",700,1,470
19-09-2022,"Physical Education and Sports Sciences- Competitive & Objective/Book for All Competitive Exams UGC-NET, DSSSB, TGT-PGT, NTA-NET, KVS, NVS, HTET, SLET",700,1,470
19-09-2022,"Physical Education For All Competitive Exams/ TGT&PGT, KVS,NVS,RSMSSB-PTI, HTET,DSSSB,SLET & UGC-NET",500,1,400
19-09-2022,"Vastunisthya Sharirik shiksha, khel aur Yog (Objective Physical Education, Sports & Yoga)- TGT & PGT – All State, LT, KVS, RSMSSB, HTET, DSSSB, SLET & UGC-NET",950,1,700
19-09-2022,"Complete Haryana G.K. - Sampurn Samanya Gyan (Haryana) - for HSSC, HPSC, HCS , HTET, Haryana Police, DHBVN and all other competitive Exams of Haryana Govt.",350,1,300
19-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET ) paperback- 2017 Edition",650,1,450
19-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
19-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET ) paperback- 2017 Edition",650,1,450
20-09-2022,B.P.ED GUIDE SEMESTER III,450,1,390
20-09-2022,B.P.ED GUIDE SEMESTER II,450,1,390
20-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
20-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
20-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
20-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
20-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
20-09-2022,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.)",700,1,468
20-09-2022,Social Work Profession - Working With Groups,800,1,500
20-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET ) paperback- 2017 Edition",650,1,380
20-09-2022,UGC Examination For Library and Information Science (For UGC-Net/Slet/JGF and Other Competitive Examination),250,1,200
21-09-2022,M.P.ED GUIDE SEMESTER III,500,1,400
21-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
21-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
21-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
21-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
21-09-2022,B.P.ED GUIDE SEMESTER III,450,1,370
21-09-2022,B.P.ED GUIDE SEMESTER III,450,1,370
21-09-2022,"Sharirik Shiksha - Ek Samagra Adhyayan (Vastunishtha Prashna Shrankhla) ( L.T., T.G.T., P.G.T., STATE - SLET & U.G.C. - NET ) paperback- 2017 Edition",650,1,450
21-09-2022,An Ayurvedic and Modern Approach For Diet and Health ,250,1,220
21-09-2022,Bal Manovigyan avm Shiksha Shastra Prashnottari (Child Psychology and Pedagogy) ,250,1,200
21-09-2022,"Physical Education and Sports Sciences- Competitive & Objective/Book for All Competitive Exams UGC-NET, DSSSB, TGT-PGT, NTA-NET, KVS, NVS, HTET, SLET",700,1,470
22-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
22-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
22-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
22-09-2022,Physical Education Universe (Book for all Competitive Exams),500,1,350
22-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
22-09-2022,UGC NET Paper-II Rajniti Shastra (Political Science)- New Edition,599,1,311
22-09-2022,"Complete Physical Education Guide - For Entrance Exams of Physical Education (B.P.Ed., M.P.Ed., D.P.Ed.,B.P.Es.) ",400,1,335
22-09-2022,"T.G.T., P.G.T., K.V.S., N.V.S., D.S.S.S.B-SHARIRIK SHIKSHA ( OBJECTIVE TYPE QUESTION)-2017",300,1,200
22-09-2022,"Physical Education For All Competitive Exams/ TGT&PGT, KVS,NVS,RSMSSB-PTI, HTET,DSSSB,SLET & UGC-NET",500,1,400
22-09-2022,"Physical Education and Sports Sciences- Competitive & Objective/Book for All Competitive Exams UGC-NET, DSSSB, TGT-PGT, NTA-NET, KVS, NVS, HTET, SLET",700,1,470
23-09-2022,M.P.ED GUIDE SEMESTER III,500,1,400
23-09-2022,"Basic Bhugol Samanya Gyan (Basic Geography General Knowledge) TGT & PGT, GIC, GDC, LT, UPPSC, MPPSC, MPPSC, CGPSC, RPSC, JSSC, HPSC, HPPSC, KVS, NVS, DSSSB, Asstt. prof., UGC-NET, JRF",350,1,300
23-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
23-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
23-09-2022,Sharirik Shiksa Ek Samagra Adhyayan [Hardcover] [2017] Syam Narayan Singh,1170,1,880
24-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
24-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
24-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
24-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
24-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
24-09-2022,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA",500,1,350
24-09-2022,"Vastunisthya Sharirik shiksha, khel aur Yog (Objective Physical Education, Sports & Yoga)- TGT & PGT – All State, LT, KVS, RSMSSB, HTET, DSSSB, SLET & UGC-NET",950,1,700
24-09-2022,"Vastunisthya Sharirik shiksha, khel aur Yog (Objective Physical Education, Sports & Yoga)- TGT & PGT – All State, LT, KVS, RSMSSB, HTET, DSSSB, SLET & UGC-NET",950,1,700
